stock_code,current_price,low_52w,high_52w,avg_52w,pct_from_avg_52w,range_position,bottom_dwell_ratio,corp_name,market_cap,updated_at
092790,10690.0,9030.0,23000.0,12894.08,-17.09,11.88,154.71,넥스틸,277961380000.0,2026-08-03T22:19:26
092870,13270.0,9350.0,41700.0,19573.75,-32.21,12.12,345.99,엑시콘,173184076190.0,2026-08-03T22:19:26
093050,22000.0,16990.0,26450.0,20431.73,7.68,52.96,55.68,LF,643280000000.0,2026-08-03T22:19:26
093190,8690.0,5290.0,9870.0,6810.51,27.6,74.24,86.58,빅솔론,167186084450.0,2026-08-03T22:19:26
093370,9520.0,4550.0,23550.0,8765.51,8.61,26.16,417.58,후성,1021070741600.0,2026-08-03T22:19:26
093320,136400.0,79200.0,149400.0,106135.29,28.52,81.48,88.64,케이아이엔엑스,665632000000.0,2026-08-03T22:19:26
093520,21150.0,14550.0,33850.0,22576.25,-6.32,34.2,132.65,매커스,251723852550.0,2026-08-03T22:19:26
093240,442.0,359.0,3368.0,1337.69,-66.96,2.76,838.16,형지엘리트,27134494478.0,2026-08-03T22:19:26
093380,2605.0,2025.0,3350.0,2749.54,-5.26,43.77,65.43,풍강,25735610365.0,2026-08-03T22:19:26
093640,3610.0,2960.0,6230.0,4100.46,-11.96,19.88,110.47,케이알엠,118565814760.0,2026-08-03T22:19:26
093920,4855.0,4500.0,5910.0,5325.02,-8.83,25.18,31.33,서원인텍,90303000000.0,2026-08-03T22:19:26
094170,26350.0,16280.0,56400.0,27234.71,-3.25,25.1,246.44,동운아나텍,550976813600.0,2026-08-03T22:19:26
094280,12000.0,11410.0,14610.0,12686.14,-5.41,18.44,28.05,효성 ITX,138698400000.0,2026-08-03T22:19:26
094360,9930.0,7740.0,21150.0,16224.96,-38.8,16.33,173.26,칩스앤미디어,212057870820.0,2026-08-03T22:19:26
094850,4090.0,3920.0,8600.0,5845.85,-30.04,3.63,119.39,참좋은여행,57260000000.0,2026-08-03T22:19:26
094860,1253.0,907.0,1859.0,1215.83,3.06,36.34,104.96,네오리진,66546847542.0,2026-08-03T22:19:26
094840,15050.0,5860.0,15600.0,8162.65,84.38,94.35,166.21,슈프리마에이치큐,147581940450.0,2026-08-03T22:19:26
094480,4885.0,4055.0,14370.0,9017.26,-45.83,8.05,254.38,갤럭시아머니트리,191637758630.0,2026-08-03T22:19:26
094940,5790.0,4715.0,15700.0,8628.95,-32.9,9.79,232.98,푸른로보틱스,48412424940.0,2026-08-03T22:19:26
094970,3000.0,2200.0,4275.0,2840.33,5.62,38.55,94.32,제이엠티,50244720000.0,2026-08-03T22:19:26
095270,3940.0,3215.0,12150.0,5124.25,-23.11,8.11,277.92,웨이브일렉트로,56627279640.0,2026-08-03T22:19:26
095190,1873.0,1648.0,2965.0,2171.47,-13.74,17.08,79.92,신화프리텍,122232845326.0,2026-08-03T22:19:26
095340,124000.0,52500.0,292500.0,133765.81,-7.3,29.79,457.14,ISC,2628435192000.0,2026-08-03T22:19:26
095500,6470.0,5220.0,14160.0,9989.56,-35.23,13.98,171.26,미래나노텍,200634693530.0,2026-08-03T22:19:26
095610,127200.0,23250.0,236500.0,70484.93,80.46,48.75,917.2,테스,2462592000000.0,2026-08-03T22:19:26
095660,18500.0,16100.0,31550.0,23770.15,-22.17,15.53,95.96,네오위즈,400274491500.0,2026-08-03T22:19:26
095700,2465.0,2140.0,7490.0,4629.49,-46.75,6.07,250.0,제넥신,112257317710.0,2026-08-03T22:19:26
095570,4165.0,3825.0,5570.0,4575.61,-8.97,19.48,45.62,AJ네트웍스,188477741235.0,2026-08-03T22:19:26
095720,1187.0,1055.0,4864.0,2615.26,-54.61,3.47,361.04,웅진씽크빅,67453749895.0,2026-08-03T22:19:26
095910,653.0,571.0,2950.0,1379.42,-52.66,3.45,416.64,에스에너지,24354881577.0,2026-08-03T22:19:26
096240,8140.0,7900.0,14710.0,11669.26,-30.24,3.52,86.2,크레버스,83338785200.0,2026-08-03T22:19:26
096250,5740.0,5010.0,17700.0,11401.18,-49.65,5.75,253.29,와이즈넛,67817416940.0,2026-08-03T22:19:26
096350,1671.0,1348.0,4180.0,2323.66,-28.09,11.41,210.09,대창솔루션,61584307302.0,2026-08-03T22:19:26
096530,26700.0,21700.0,35700.0,26646.69,0.2,35.71,64.52,씨젠,1394434039800.0,2026-08-03T22:19:26
096760,3735.0,3145.0,4495.0,3720.31,0.39,43.7,42.93,JW홀딩스,276109658370.0,2026-08-03T22:19:26
096690,5310.0,4755.0,14465.0,9069.9,-41.45,5.72,204.21,에이루트,21361291020.0,2026-08-03T22:19:26
096630,1781.0,1500.0,5500.0,3307.21,-46.15,7.03,266.67,에스코넥,28275731263.0,2026-08-03T22:19:26
096770,108000.0,87700.0,155400.0,113663.6,-4.98,29.99,77.19,SK이노베이션,18257701104000.0,2026-08-03T22:19:26
096870,2250.0,1615.0,3355.0,2489.53,-9.62,36.49,107.74,엘디티,18782997750.0,2026-08-03T22:19:26
097520,18240.0,15600.0,32500.0,26001.8,-29.85,15.62,108.33,엠씨넥스,317403360000.0,2026-08-03T22:19:26
097230,15540.0,6950.0,34350.0,21506.65,-27.74,31.35,394.24,HJ중공업,1403189645760.0,2026-08-03T22:19:26
097800,1518.0,1324.0,3765.0,2433.76,-37.63,7.95,184.37,윈팩,41426288310.0,2026-08-03T22:19:26
097780,1196.0,985.0,3086.0,2005.32,-40.36,10.04,213.3,에코볼트,24270534444.0,2026-08-03T22:19:26
097870,4320.0,3860.0,8000.0,6087.89,-29.04,11.11,107.25,효성오앤비,36676800000.0,2026-08-03T22:19:26
097950,191300.0,172600.0,270000.0,221051.1,-13.46,19.2,56.43,CJ제일제당,2879865781800.0,2026-08-03T22:19:26
098070,24000.0,20800.0,62200.0,37448.16,-35.91,7.73,199.04,한텍,266907384000.0,2026-08-03T22:19:26
098120,21000.0,15500.0,40550.0,24043.6,-12.66,21.96,161.61,마이크로컨텍솔,174568086000.0,2026-08-03T22:19:26
098460,27600.0,13550.0,45000.0,24752.17,11.51,44.67,232.1,고영,1882436278800.0,2026-08-03T22:19:26
098660,1700.0,1240.0,2610.0,1814.18,-6.29,33.58,110.48,에스티오,21251659200.0,2026-08-03T22:19:26
099190,16720.0,14000.0,27600.0,18029.63,-7.26,20.0,97.14,아이센스,480822206480.0,2026-08-03T22:19:26
099220,617.0,463.0,1568.0,1158.38,-46.74,13.94,238.66,SDN,38836663950.0,2026-08-03T22:19:26
099320,66900.0,44200.0,224000.0,101126.65,-33.85,12.63,406.79,쎄트렉아이,732640498200.0,2026-08-03T22:19:26
099390,3180.0,2850.0,6830.0,4860.59,-34.58,8.29,139.65,브레인즈컴퍼니,26102339940.0,2026-08-03T22:19:26
099410,2895.0,2475.0,7340.0,4552.0,-36.4,8.63,196.57,동방선기,40530000000.0,2026-08-03T22:19:26
099430,3525.0,3065.0,8350.0,5636.99,-37.47,8.7,172.43,바이오플러스,217283545050.0,2026-08-03T22:19:26
099440,3810.0,2410.0,8340.0,4487.56,-15.1,23.61,246.06,스맥,260007331140.0,2026-08-03T22:19:26
099750,6360.0,5780.0,11810.0,8405.66,-24.34,9.62,104.33,이지케어텍,86872340280.0,2026-08-03T22:19:26
100030,17000.0,15300.0,23700.0,19153.82,-11.24,20.24,54.9,인지소프트,55823138000.0,2026-08-03T22:19:26
100090,12650.0,11010.0,31600.0,20115.22,-37.11,7.97,187.01,SK오션플랜트,790348331850.0,2026-08-03T22:19:26
100120,24200.0,18010.0,34900.0,22975.66,5.33,36.65,93.78,뷰웍스,217108146200.0,2026-08-03T22:19:26
100130,1425.0,1229.0,3090.0,2176.88,-34.54,10.53,151.42,동국S&C,81428775000.0,2026-08-03T22:19:26
100220,4750.0,4460.0,7470.0,5610.94,-15.34,9.63,67.49,비상교육,61734519750.0,2026-08-03T22:19:26
100250,2895.0,2790.0,3503.0,3081.67,-6.06,14.73,25.56,진양홀딩스,184990500000.0,2026-08-03T22:19:26
100590,2995.0,2480.0,12750.0,4148.4,-27.8,5.01,414.11,머큐리,51332937275.0,2026-08-03T22:19:26
100660,2725.0,2505.0,6180.0,3979.14,-31.52,5.99,146.71,서암기계공업,34335000000.0,2026-08-03T22:19:26
100700,2295.0,2050.0,3430.0,2506.05,-8.42,17.75,67.32,세운메디칼,100521000000.0,2026-08-03T22:19:26
100840,26250.0,21200.0,67900.0,43961.95,-40.29,10.81,220.28,SNT에너지,542870553750.0,2026-08-03T22:19:26
100790,13260.0,5900.0,70700.0,18917.79,-29.91,11.36,1098.31,미래에셋벤처투자,704378864280.0,2026-08-03T22:19:26
101140,5030.0,4805.0,14300.0,9970.33,-49.55,2.37,197.61,인바이오젠,50522406480.0,2026-08-03T22:19:26
101160,29500.0,20050.0,35400.0,25922.24,13.8,61.56,76.56,월덱스,487074293500.0,2026-08-03T22:19:26
101170,7760.0,4845.0,24000.0,10086.19,-23.06,15.22,395.36,우림피티에스,104760000000.0,2026-08-03T22:19:26
101240,3045.0,2680.0,5300.0,4052.28,-24.86,13.93,97.76,씨큐브,34582223340.0,2026-08-03T22:19:26
101330,3275.0,2840.0,9140.0,3946.8,-17.02,6.9,221.83,모베이스,75806519975.0,2026-08-03T22:19:26
101360,6230.0,4855.0,26900.0,18295.81,-65.95,6.24,454.07,에코앤드림,110807490220.0,2026-08-03T22:19:26
101400,1750.0,1298.0,4442.0,2250.99,-22.26,14.38,242.22,엔시트론,20548129000.0,2026-08-03T22:19:26
101490,40850.0,31900.0,108400.0,62868.38,-35.02,11.7,239.81,에스앤에스텍,871529807150.0,2026-08-03T22:19:26
101530,5550.0,5350.0,8900.0,6576.21,-15.6,5.63,66.36,해태제과식품,161598362100.0,2026-08-03T22:19:26
101670,776.0,700.0,3695.0,1983.83,-60.88,2.54,427.86,하이드로리튬,44059097112.0,2026-08-03T22:19:26
101680,2675.0,1900.0,4300.0,2460.81,8.7,32.29,126.32,한국정밀기계,22480700000.0,2026-08-03T22:19:26
101730,3275.0,2600.0,10450.0,6039.63,-45.77,8.6,301.92,위메이드맥스,274455761650.0,2026-08-03T22:19:26
101930,6420.0,5480.0,17000.0,9422.17,-31.86,8.16,210.22,인화정공,293359787820.0,2026-08-03T22:19:26
101970,9280.0,7970.0,21400.0,12823.82,-27.63,9.75,168.51,우양에이치씨,137251283520.0,2026-08-03T22:19:26
102120,6570.0,5410.0,16850.0,11349.85,-42.11,10.14,211.46,어보브반도체,116819547210.0,2026-08-03T22:19:26
102260,3490.0,3150.0,4773.0,4137.78,-15.66,20.95,51.52,동성케미컬,176836872590.0,2026-08-03T22:19:26
102460,9870.0,9100.0,14430.0,10964.26,-9.98,14.45,58.57,이연제약,183451824570.0,2026-08-03T22:19:26
102710,40100.0,32100.0,65000.0,47733.64,-15.99,24.32,102.49,이엔에프테크놀로지,572942223600.0,2026-08-03T22:19:26
102370,3080.0,2535.0,5630.0,3751.29,-17.89,17.61,122.09,케이옥션,79735933200.0,2026-08-03T22:19:26
102940,14820.0,13210.0,72700.0,44530.44,-66.72,2.71,450.34,코오롱생명과학,194002736460.0,2026-08-03T22:19:26
103140,67900.0,55200.0,172200.0,106631.25,-36.32,10.85,211.96,풍산,1902848476200.0,2026-08-03T22:19:26
103230,2400.0,2100.0,6100.0,3777.15,-36.46,7.5,190.48,에스앤더블류,17280000000.0,2026-08-03T22:19:26
103840,1745.0,1557.0,5940.0,3260.07,-46.47,4.29,281.5,우양,28559416860.0,2026-08-03T22:19:26
104040,2660.0,1410.0,7275.0,3805.2,-30.1,21.31,415.96,디에스엠,71324082900.0,2026-08-03T22:19:26
103590,53100.0,32000.0,147900.0,63477.39,-16.35,18.21,362.19,일진전기,2532094209000.0,2026-08-03T22:19:26
104200,2640.0,1942.0,7240.0,3606.01,-26.79,13.17,272.81,NHN벅스,39144732000.0,2026-08-03T22:19:26
104460,8300.0,7200.0,21000.0,14127.98,-41.25,7.97,191.67,디와이피엔에프,87300238300.0,2026-08-03T22:19:26
104480,1517.0,1358.0,2915.0,1807.28,-16.06,10.21,114.65,티케이케미칼,137888373378.0,2026-08-03T22:19:26
104540,3850.0,3385.0,7440.0,5567.02,-30.84,11.47,119.79,코렌텍,51618528500.0,2026-08-03T22:19:26
104620,2900.0,2660.0,7580.0,5001.88,-42.02,4.88,184.96,노랑풍선,48750600800.0,2026-08-03T22:19:26
104700,9330.0,7610.0,11720.0,9626.58,-3.08,41.85,54.01,한국철강,340078500000.0,2026-08-03T22:19:26
104830,31000.0,21000.0,56100.0,35262.5,-12.09,28.49,167.14,원익머트리얼즈,390848000000.0,2026-08-03T22:19:26
105560,169500.0,105800.0,194500.0,136831.62,23.87,71.82,83.84,KB금융,60119570913000.0,2026-08-03T22:19:26
105330,5960.0,4100.0,11400.0,6343.95,-6.05,25.48,178.05,케이엔더블유,95476339200.0,2026-08-03T22:19:26
105630,9000.0,7800.0,15540.0,11240.74,-19.93,15.5,99.23,한세실업,360000000000.0,2026-08-03T22:19:26
105740,6680.0,6170.0,11680.0,9091.14,-26.52,9.26,89.3,디케이락,67925666840.0,2026-08-03T22:19:26
105760,3640.0,3230.0,7440.0,5449.85,-33.21,9.74,130.34,포스뱅크,37094828680.0,2026-08-03T22:19:26
105840,13500.0,9270.0,31700.0,17888.71,-24.53,18.86,241.96,우진,272668545000.0,2026-08-03T22:19:26
106240,1299.0,1000.0,2640.0,1530.87,-15.15,18.23,164.0,파인테크닉스,31016664660.0,2026-08-03T22:19:26
106190,10470.0,9540.0,25000.0,13855.77,-24.44,6.02,162.05,하이텍팜,111329321310.0,2026-08-03T22:19:26
107600,12050.0,9300.0,42750.0,26362.13,-54.29,8.22,359.68,새빗켐,68083150700.0,2026-08-03T22:19:26
107590,53000.0,52700.0,79000.0,66398.16,-20.18,1.14,49.91,미원홀딩스,122960000000.0,2026-08-03T22:19:26
108230,2925.0,2550.0,6170.0,4334.06,-32.51,10.36,141.96,톱텍,111217991625.0,2026-08-03T22:19:26
107640,29700.0,23200.0,73000.0,43533.46,-31.78,13.05,214.66,한중엔시에스,269228896200.0,2026-08-03T22:19:26
108320,33550.0,29500.0,68000.0,53119.12,-36.84,10.52,130.51,LX세미콘,545667265000.0,2026-08-03T22:19:26
108380,16340.0,14000.0,36650.0,25853.12,-36.8,10.33,161.79,대양전기공업,156330221220.0,2026-08-03T22:19:26
108490,215500.0,63493.0,464000.0,214795.29,0.33,37.95,630.79,로보티즈,3159451534000.0,2026-08-03T22:19:26
109070,1385.0,702.0,2850.0,1098.78,26.05,31.8,305.98,주성코퍼레이션,73142168550.0,2026-08-03T22:19:26
108670,32150.0,27000.0,43000.0,30760.29,4.52,32.19,59.26,LX하우시스,288310590500.0,2026-08-03T22:19:26
108860,9700.0,6100.0,17580.0,12162.72,-20.25,31.36,188.2,셀바스AI,261073463000.0,2026-08-03T22:19:26
109080,8020.0,6840.0,22800.0,10005.18,-19.84,7.39,233.33,옵티시스,45200720000.0,2026-08-03T22:19:26
109740,4080.0,3845.0,9280.0,6746.32,-39.52,4.32,141.35,디에스케이,104898391200.0,2026-08-03T22:19:26
109670,3385.0,2650.0,10370.0,5750.48,-41.14,9.52,291.32,씨싸이트,19756897770.0,2026-08-03T22:19:26
109610,1730.0,1479.0,3750.0,2905.99,-40.47,11.05,153.55,에스와이,84609802000.0,2026-08-03T22:19:26
109820,1350.0,1201.0,3835.0,2260.03,-40.27,5.66,219.32,진매트릭스,27531414000.0,2026-08-03T22:19:26
109860,7320.0,6910.0,8880.0,7718.49,-5.16,20.81,28.51,동일금속,66612000000.0,2026-08-03T22:19:26
109960,1651.0,1430.0,11395.0,4576.73,-63.93,2.22,696.85,앱토크롬,24983316683.0,2026-08-03T22:19:26
110790,2815.0,2525.0,5200.0,4053.68,-30.56,10.84,105.94,크리스에프앤씨,65958152400.0,2026-08-03T22:19:26
110020,1739.0,1482.0,4480.0,2594.65,-32.98,8.57,202.29,전진바이오팜,15753187118.0,2026-08-03T22:19:26
110990,15080.0,11070.0,29000.0,17588.86,-14.26,22.36,161.97,디아이티,285012000000.0,2026-08-03T22:19:26
111110,6590.0,6100.0,9150.0,7627.57,-13.6,16.07,50.0,호전실업,59744940000.0,2026-08-03T22:19:26
111380,12400.0,10850.0,17450.0,14006.32,-11.47,23.48,60.83,동인기연,75987200000.0,2026-08-03T22:19:26
111770,87900.0,54900.0,103200.0,75965.81,15.71,68.32,87.98,영원무역,3894978037200.0,2026-08-03T22:19:26
111710,2850.0,2600.0,7820.0,4303.42,-33.77,4.79,200.77,남화산업,58675800000.0,2026-08-03T22:19:26
112040,15650.0,12570.0,41800.0,25363.49,-38.3,10.54,232.54,위메이드,531293758950.0,2026-08-03T22:19:26
112290,9230.0,7400.0,17700.0,11426.0,-19.22,17.77,139.19,와이씨켐,186640660700.0,2026-08-03T22:19:26
112610,38350.0,34500.0,79400.0,47401.47,-19.1,8.57,130.14,씨에스윈드,1617273305050.0,2026-08-03T22:19:26
113810,1964.0,1740.0,5945.0,3850.53,-48.99,5.33,241.67,디젠스,12816298040.0,2026-08-03T22:19:26
114090,9200.0,8990.0,17970.0,13696.88,-32.83,2.34,99.89,GKL,569072164000.0,2026-08-03T22:19:26
114190,7370.0,6040.0,20250.0,12766.36,-42.27,9.36,235.26,강원에너지,192526790060.0,2026-08-03T22:19:26
114450,2180.0,1673.0,4590.0,2766.33,-21.2,17.38,174.36,그린생명과학,43600000000.0,2026-08-03T22:19:26
114840,7590.0,6160.0,27000.0,14518.27,-47.72,6.86,338.31,아이패밀리에스씨,126611712150.0,2026-08-03T22:19:26
114630,1494.0,1324.0,3045.0,2355.77,-36.58,9.88,129.98,폴라리스우노,25749460512.0,2026-08-03T22:19:26
114810,8890.0,7050.0,19900.0,12894.45,-31.06,14.32,182.27,한솔아이원스,250192816860.0,2026-08-03T22:19:26
115160,5280.0,4850.0,11190.0,8372.17,-36.93,6.78,130.72,휴맥스,22743774240.0,2026-08-03T22:19:26
115180,17210.0,9520.0,62900.0,24573.05,-29.96,14.41,560.71,큐리언트,645588421210.0,2026-08-03T22:19:26
115310,7020.0,6050.0,20160.0,12736.14,-44.88,6.87,233.22,인포바인,104117473980.0,2026-08-03T22:19:26
115450,1730.0,1342.0,6069.0,3025.23,-42.81,8.21,352.24,HLB테라퓨틱스,153243588570.0,2026-08-03T22:19:26
115440,6560.0,5290.0,21350.0,8382.02,-21.74,7.91,303.59,우리넷,70810555520.0,2026-08-03T22:19:26
115480,1780.0,1624.0,3310.0,2713.6,-34.4,9.25,103.82,씨유메디칼,21582341580.0,2026-08-03T22:19:26
115500,7590.0,6120.0,27500.0,10563.9,-28.15,6.88,349.35,케이씨에스,91080000000.0,2026-08-03T22:19:26
115610,1542.0,1190.0,5003.0,2376.89,-35.13,9.23,320.42,이미지스,18224541798.0,2026-08-03T22:19:26
115530,2120.0,1430.0,6230.0,3485.78,-39.18,14.37,335.66,씨엔플러스,16714887720.0,2026-08-03T22:19:26
115570,2240.0,2130.0,3660.0,2956.75,-24.24,7.19,71.83,스타플렉스,17885297920.0,2026-08-03T22:19:26
117580,6620.0,6400.0,16150.0,8312.83,-20.36,2.26,152.34,대성에너지,182050000000.0,2026-08-03T22:19:26
117730,12830.0,9800.0,30900.0,16503.16,-22.26,14.36,215.31,티로보틱스,289419691690.0,2026-08-03T22:19:26
118000,1262.0,1001.0,4090.0,2663.09,-52.61,8.45,308.59,메타케어,27834400670.0,2026-08-03T22:19:26
118990,4780.0,4240.0,11570.0,8373.75,-42.92,7.37,172.88,모트렉스,117288633380.0,2026-08-03T22:19:26
119610,13370.0,12420.0,23100.0,17866.73,-25.17,8.9,85.99,인터로조,152601797390.0,2026-08-03T22:19:26
119500,2405.0,2125.0,6210.0,3492.54,-31.14,6.85,192.24,포메탈,28492592960.0,2026-08-03T22:19:26
119850,42000.0,18350.0,51900.0,32846.58,27.87,70.49,182.83,지엔씨에너지,690854178000.0,2026-08-03T22:19:26
119830,4960.0,4300.0,9730.0,6417.26,-22.71,12.15,126.28,아이텍,131631138560.0,2026-08-03T22:19:26
120030,83800.0,76000.0,141800.0,98799.63,-15.18,11.85,86.58,조선선재,105391153800.0,2026-08-03T22:19:26
120110,48650.0,33750.0,104900.0,53973.71,-9.86,20.94,210.81,코오롱인더,1456874456800.0,2026-08-03T22:19:26
120240,14330.0,12030.0,15200.0,13365.0,7.22,72.56,26.35,대정화금,103038303030.0,2026-08-03T22:19:26
121440,6670.0,4090.0,6710.0,5287.79,26.14,98.47,64.06,골프존홀딩스,285721576060.0,2026-08-03T22:19:26
121600,40400.0,33200.0,95300.0,58488.97,-30.93,11.59,187.05,나노신소재,495392516400.0,2026-08-03T22:19:26
121850,1319.0,1050.0,10844.0,4839.99,-72.75,2.75,932.76,코이즈,6670181681.0,2026-08-03T22:19:26
121890,1957.0,1312.0,2960.0,1700.12,15.11,39.14,125.61,에스디시스템,26011359822.0,2026-08-03T22:19:26
122310,3420.0,3100.0,6290.0,4566.95,-25.11,10.03,102.9,제노레이,49774146480.0,2026-08-03T22:19:26
122350,1280.0,836.0,2345.0,1421.42,-9.95,29.42,180.5,삼기,49074467840.0,2026-08-03T22:19:26
122450,2515.0,2250.0,5620.0,3560.07,-29.36,7.86,149.78,KX,112721882510.0,2026-08-03T22:19:26
122640,21650.0,15200.0,44000.0,21730.96,-0.37,22.4,189.47,예스티,467739048750.0,2026-08-03T22:19:26
122690,1665.0,1462.0,4300.0,2256.51,-26.21,7.15,194.12,서진오토모티브,38426811390.0,2026-08-03T22:19:26
122900,7260.0,6890.0,10330.0,7824.08,-7.21,10.76,49.93,아이마켓코리아,242693378400.0,2026-08-03T22:19:26
122870,38500.0,34300.0,109800.0,69164.89,-44.34,5.56,220.12,와이지엔터테인먼트,719605386500.0,2026-08-03T22:19:26
123040,1530.0,1260.0,3355.0,2286.34,-33.08,12.89,166.27,엠에스오토텍,95821297470.0,2026-08-03T22:19:26
122990,5460.0,5270.0,9340.0,6398.42,-14.67,4.67,77.23,와이솔,145449382260.0,2026-08-03T22:19:26
123010,2395.0,1304.0,6274.0,2610.32,-8.25,21.95,381.13,알엔티엑스,41670286465.0,2026-08-03T22:19:26
123410,5380.0,4600.0,9550.0,6589.15,-18.35,15.76,107.61,코리아에프티,149784924320.0,2026-08-03T22:19:26
123330,22750.0,15570.0,42500.0,25124.12,-9.45,26.66,172.96,제닉,181287470000.0,2026-08-03T22:19:26
123420,5720.0,4860.0,12830.0,8200.81,-30.25,10.79,163.99,위메이드플레이,59493954520.0,2026-08-03T22:19:26
123690,5830.0,4905.0,13080.0,9135.33,-36.18,11.31,166.67,한국화장품,93676440000.0,2026-08-03T22:19:26
123570,1631.0,1566.0,2545.0,2030.37,-19.67,6.64,62.52,이엠넷,36332283218.0,2026-08-03T22:19:26
123700,3300.0,2945.0,4200.0,3590.81,-8.1,28.29,42.61,에스제이엠,51496163400.0,2026-08-03T22:19:26
123750,1769.0,1265.0,3500.0,1816.23,-2.6,22.55,176.68,알톤,24446269171.0,2026-08-03T22:19:26
123840,1705.0,1355.0,19459.0,8786.04,-80.59,1.93,1336.09,뉴온,26517950250.0,2026-08-03T22:19:26
123860,12580.0,10750.0,22900.0,17177.24,-26.76,15.06,113.02,아나패스,152512560700.0,2026-08-03T22:19:26
124560,1750.0,1410.0,3780.0,2690.44,-34.95,14.35,168.09,태웅로직스,67761419250.0,2026-08-03T22:19:26
124500,22900.0,13990.0,75500.0,32151.51,-28.77,14.49,439.67,아이티센글로벌,531383668300.0,2026-08-03T22:19:26
123890,2280.0,2040.0,3470.0,2469.54,-7.68,16.78,70.1,한국자산신탁,279012551280.0,2026-08-03T22:19:26
125020,4545.0,2990.0,10410.0,5108.36,-11.03,20.96,248.16,티씨머티리얼즈,159250209750.0,2026-08-03T22:19:26
125210,5330.0,4350.0,16750.0,7529.72,-29.21,7.9,285.06,아모그린텍,87927890700.0,2026-08-03T22:19:26
125490,7970.0,4355.0,25350.0,13245.95,-39.83,17.22,482.09,한라캐스트,290923745440.0,2026-08-03T22:19:26
126340,60300.0,26429.0,204500.0,81266.17,-25.8,19.02,673.77,비나텍,432978964200.0,2026-08-03T22:19:26
126560,3185.0,2770.0,3750.0,3218.2,-1.03,42.35,35.38,현대퓨처넷,347805312400.0,2026-08-03T22:19:26
126600,2720.0,2460.0,6520.0,3389.63,-19.76,6.4,165.04,BGF에코머티리얼즈,170725965280.0,2026-08-03T22:19:26
126700,9770.0,8000.0,21500.0,15288.05,-36.09,13.11,168.75,하이비젼시스템,145984434240.0,2026-08-03T22:19:26
126720,21100.0,19430.0,36400.0,24274.01,-13.08,9.84,87.34,수산인더스트리,301434600000.0,2026-08-03T22:19:26
126640,4010.0,1230.0,7880.0,1833.6,118.7,41.8,540.65,화신정공,140574199100.0,2026-08-03T22:19:26
126880,2535.0,2255.0,5520.0,3820.97,-33.66,8.58,144.79,제이엔케이글로벌,58824429105.0,2026-08-03T22:19:26
126730,12120.0,9310.0,36500.0,15905.37,-23.8,10.33,292.05,코칩,106293927120.0,2026-08-03T22:19:26
127120,28000.0,9290.0,49900.0,26534.04,5.52,46.07,437.14,제이에스링크,973077224000.0,2026-08-03T22:19:26
127710,1027.0,750.0,1849.0,1127.5,-8.91,25.2,146.53,아시아경제,45238538670.0,2026-08-03T22:19:26
128540,1159.0,1018.0,3325.0,1782.34,-34.97,6.11,226.62,에코캡,30934243140.0,2026-08-03T22:19:26
127980,2715.0,2515.0,7810.0,5472.61,-50.39,3.78,210.54,화인써키트,32147457060.0,2026-08-03T22:19:26
128820,3960.0,3585.0,13140.0,5734.61,-30.95,3.92,266.53,대성산업,179132492880.0,2026-08-03T22:19:26
128660,2675.0,2450.0,4140.0,2999.98,-10.83,13.31,68.98,피제이메탈,66349012075.0,2026-08-03T22:19:26
129260,1879.0,1795.0,4005.0,2498.65,-24.8,3.8,123.12,인터지스,55896255246.0,2026-08-03T22:19:26
128940,345500.0,267500.0,647000.0,416409.93,-17.03,20.55,141.87,한미약품,4426197390500.0,2026-08-03T22:19:26
129890,917.0,835.0,1375.0,995.31,-7.87,15.19,64.67,앱코,41765317034.0,2026-08-03T22:19:26
129920,4945.0,3330.0,15350.0,5892.78,-16.08,13.44,360.96,대성하이텍,80349801720.0,2026-08-03T22:19:26
130500,1780.0,1675.0,3195.0,2481.75,-28.28,6.91,90.75,GH신소재,25890192560.0,2026-08-03T22:19:26
130580,5430.0,5100.0,6590.0,5633.75,-3.62,22.15,29.22,나이스디앤비,83622000000.0,2026-08-03T22:19:26
130740,1875.0,1610.0,3495.0,1955.48,-4.12,14.06,117.08,티피씨글로벌,21143773125.0,2026-08-03T22:19:26
130660,10410.0,8810.0,27800.0,14103.38,-26.19,8.43,215.55,한전산업,339366000000.0,2026-08-03T22:19:26
131090,3820.0,3450.0,5220.0,3974.93,-3.9,20.9,51.3,시큐브,29254404220.0,2026-08-03T22:19:26
131030,5580.0,4610.0,20750.0,7711.27,-27.64,6.01,350.11,옵투스제약,98467972200.0,2026-08-03T22:19:26
131370,1489.0,1278.0,3365.0,2465.4,-39.6,10.11,163.3,알서포트,79314686587.0,2026-08-03T22:19:26
131220,3470.0,3120.0,5240.0,4594.25,-24.47,16.51,67.95,대한과학,25867080300.0,2026-08-03T22:19:26
131290,189700.0,36150.0,294000.0,103489.34,83.3,59.55,713.28,티에스이,2098353081300.0,2026-08-03T22:19:26
131180,3525.0,3405.0,5840.0,4659.1,-24.34,4.93,71.51,딜리,20691750000.0,2026-08-03T22:19:26
131400,667.0,580.0,2820.0,1655.42,-59.71,3.88,386.21,이브이첨단소재,39747785294.0,2026-08-03T22:19:26
131760,1558.0,1316.0,10200.0,3851.18,-59.54,2.72,675.08,파인텍,13533280328.0,2026-08-03T22:19:26
